calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
73.0,,"1. Place 1 cup blackberries, strawberries, banana, orange juice, and ice into a blender in that order, and blend on high speed until smooth, 30 seconds to 1 minute. Pour into 4 glasses and top each serving with 3 blackberries for garnish.","1 cup fresh blackberries, or more to taste, 5 large strawberries, hulled and halved, 1 large banana, ⅓ cup orange juice, 2 cups crushed ice, 1 teaspoon white sugar, or to taste, 12 fresh blackberries",4th of July Blast Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/222996/4th-of-july-blast-smoothie/,"['blackberry', 'strawberry', 'banana', 'orange', 'ice', 'sugar', 'blackberry']",veg,"['blackberry', 'strawberry', 'banana', 'orange', 'ice', 'sugar', 'blackberry']"
394.0,,"1. Combine water, coconut milk, pineapple chunks, ice, honey, and vanilla protein powder in a blender. Blend until smooth, 1 to 2 minutes.","½ cup water, ½ cup reduced-fat coconut milk, ½ cup pineapple chunks, ½ cup ice cubes, 1 tablespoon honey, or more to taste, 1 scoop vanilla whey protein powder",Pina Colada Power Honey Smoothie,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/246113/pina-colada-power-honey-smoothie/,"['water', 'coconut', 'milk', 'pineapple', 'ice', 'honey', 'vanilla']",veg,"['water', 'coconut', 'milk', 'pineapple', 'ice', 'honey', 'vanilla']"
483.0,,"1. Blend pineapple, strawberries, cream of coconut, and vanilla extract together in a blender until smooth.","1 (16 ounce) can pineapple in juice, chilled, 1 (16 ounce) package frozen strawberries, 1 (15 ounce) can cream of coconut (such as Coco Lopez®), ½ teaspoon vanilla extract",Easy Paradise Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/236288/easy-paradise-smoothie/,"['pineapple', 'strawberry', 'cream', 'coconut', 'vanilla']",veg,"['pineapple', 'strawberry', 'cream', 'coconut', 'vanilla']"
228.0,,"1. Combine mangos, yogurt, milk, cream, confectioners' sugar, and cardamom in a blender; blend until smooth and frothy. Pour into glasses and serve immediately.","1 ½ cups mangos - peeled, seeded, chopped, and chilled, 1 ½ cups plain yogurt, ½ cup cold milk, 2 tablespoons heavy cream, 2 tablespoons confectioners' sugar, ½ teaspoon ground cardamom",My Mango Lassi,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/264349/my-mango-lassi/,"['mango', 'yogurt', 'milk', 'cream', 'sugar', 'cardamom']",veg,"['mango', 'yogurt', 'milk', 'cream', 'sugar', 'cardamom']"
274.0,,"1. Fill an ice cube tray with coffee and freeze 4 hours or until completely frozen. Reserve remaining chilled coffee. 2. In a blender, place 1 cup coffee ice cubes along with 3/4 cup chilled coffee, banana, creamer, coconut oil, cocoa powder, and Stevia In The Raw. Blend until smooth.","3 cups brewed coffee, chilled, 1 large frozen banana, ½ cup unsweetened coconut or almond creamer, 2 tablespoons coconut oil, 2 tablespoons cocoa powder, 2 (1 gram) packets Stevia In The Raw®",Mocha-Coco Smoothie,5 mins,4.5,4 hrs,https://www.allrecipes.com/recipe/256461/mocha-coco-smoothie/,"['coffee', 'banana', 'coconut', 'almond', 'coconut', 'oil', 'cocoa']",veg,"['coffee', 'banana', 'coconut', 'almond', 'coconut', 'oil', 'cocoa']"
383.0,,1. Blend all ingredients except ice in blender until smooth. 2. Add ice; blend until thickened. 3. Serve immediately.,"½ cup skim milk, 1 tablespoon honey, ½ cup plain low fat Greek-style yogurt, 2 tablespoons KRAFT Peanut Butter with Chocolate, ½ cup pitted dark sweet cherries (fresh or frozen), 4 ice cubes",Chocolate Cherry Peanut Butter Smoothie,5 mins,,5 mins,https://www.allrecipes.com/recipe/246885/chocolate-cherry-peanut-butter-smoothie/,"['milk', 'honey', 'yogurt', 'peanut', 'butter', 'chocolate', 'cherry', 'ice']",veg,"['milk', 'honey', 'yogurt', 'peanut', 'butter', 'chocolate', 'cherry', 'ice']"
426.0,,"1. Place strawberries, banana, water, and yogurt in a blender; blend until smooth, gradually adding more water if a thinner smoothie is desired. Add peanut butter blend until smooth.","20 frozen strawberries, 1 frozen sliced banana, ½ cup water, or as desired, ¼ cup vanilla fat-free yogurt, 2 tablespoons creamy peanut butter","PBnJ ""Workday"" Smoothie",10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/242087/pbnj-workday-smoothie/,"['strawberry', 'banana', 'water', 'vanilla', 'yogurt', 'peanut', 'butter']",veg,"['strawberry', 'banana', 'water', 'vanilla', 'yogurt', 'peanut', 'butter']"
150.0,,"1. Place mango, peaches, orange, nectarine, orange juice, and ice into a blender. Blend for 1 minute, or until smooth.","3 cups diced mango, 1 ½ cups chopped fresh or frozen peaches, ¼ cup chopped orange segments, ¼ cup chopped and pitted nectarine, ½ cup orange juice, 2 cups ice",Mango Craze Juice Blend,5 mins,3.5,5 mins,https://www.allrecipes.com/recipe/108695/mango-craze-juice-blend/,"['mango', 'peach', 'orange', 'nectarine', 'orange', 'ice']",veg,"['mango', 'peach', 'orange', 'nectarine', 'orange', 'ice']"
198.0,,"1. Blend banana, yogurt, milk, cherries, and honey together in a blender until smooth.","1 banana, cut into chunks, ½ cup Greek yogurt, ½ cup milk, ⅓ cup frozen pitted cherries, 1 teaspoon honey, or to taste",Banana Cherry Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/237143/banana-cherry-smoothie/,"['banana', 'yogurt', 'milk', 'cherry', 'honey']",veg,"['banana', 'yogurt', 'milk', 'cherry', 'honey']"
297.0,,"1. Place almond milk, mango, bananas, rolled oats, and acai pulp in a blender; blend until smooth. Pour into 2 bowls and top with chia seeds and drizzle with maple syrup.","1 ¼ cups almond milk, 1 cup diced mango, 2 bananas, ½ cup rolled oats, 4 ounces frozen unsweetened acai pulp (such as Sambazon®), 1 tablespoon chia seeds, 2 teaspoons maple syrup",Acai Mango Smoothie Bowl,10 mins,,10 mins,https://www.allrecipes.com/recipe/261316/acai-mango-smoothie-bowl/,"['almond', 'milk', 'mango', 'banana', 'oat', 'chia', 'maple', 'syrup']",veg,"['almond', 'milk', 'mango', 'banana', 'oat', 'chia', 'maple', 'syrup']"
