calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
239.0,,"1. Combine the orange juice, banana, peach, honeydew melon, yogurt, sugar, and ice in a blender. Blend until smooth, or chunky, as desired. Pour into two glasses and serve.","½ cup orange juice, 1 banana, frozen and chunked, 1 peach, peeled and sliced, ½ cup honeydew melon, cubed, 1 (8 ounce) container orange yogurt, 1 teaspoon white sugar, ½ cup ice",Orange Sunrise Smoothie,15 mins,4.0,15 mins,https://www.allrecipes.com/recipe/148776/orange-sunrise-smoothie/,"['orange', 'banana', 'peach', 'honeydew', 'orange', 'yogurt', 'sugar', 'ice']",veg,"['orange', 'banana', 'peach', 'honeydew', 'orange', 'yogurt', 'sugar', 'ice']"
200.0,,1. Put romaine lettuce into the bottom of a blender pitcher; add enough milk to cover completely and blend on High until smooth. 2. Drop one strawberry at a time into the blender while still running on High and allow the berry to blend completely before adding the next. Blend one banana chunk at a time into the mixture in the same manner as the strawberries. Thin the smoothie with additional milk to keep smoothie blending properly. Blend vanilla extract into the smoothie.,"3 cups chopped romaine lettuce, ⅓ cup milk, or more as needed, 4 frozen strawberries, or more to taste, 1 frozen banana, cut into chunks, ¼ teaspoon vanilla extract, or to taste (Optional)",Secret Ingredient Smoothie,10 mins,4.0,10 mins,https://www.allrecipes.com/recipe/240684/secret-ingredient-smoothie/,"['milk', 'strawberry', 'banana', 'vanilla']",veg,"['milk', 'strawberry', 'banana', 'vanilla']"
111.0,2 mins,"1. Place cantaloupe cubes and ice into the container of a blender. Process until the ice is in small pieces. Add sugar, and puree. Pour into tall glasses and serve immediately.","1 cantaloupe - peeled, seeded and cubed, 3 tablespoons white sugar, or to taste, 2 cups ice cubes",Cantaloupe Frenzy,7 mins,4.5,9 mins,https://www.allrecipes.com/recipe/38353/cantaloupe-frenzy/,"['cantaloupe', 'sugar', 'ice']",veg,"['cantaloupe', 'sugar', 'ice']"
139.0,,"1. In a blender combine milk, frozen strawberries, 1/2 banana, chocolate milk powder, vanilla and sugar. Blend until smooth. If consistency is too runny, you may add more strawberries.","1 cup low-fat milk, ½ cup frozen unsweetened strawberries, ½ ripe banana, 2 tablespoons powdered chocolate drink mix, ½ teaspoon vanilla extract, 2 teaspoons white sugar",Chocolate Strawberry Banana Milkshake,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/18929/chocolate-strawberry-banana-milkshake/,"['milk', 'strawberry', 'banana', 'chocolate', 'vanilla', 'sugar']",veg,"['milk', 'strawberry', 'banana', 'chocolate', 'vanilla', 'sugar']"
414.0,,"1. Blend coconut milk, ice cream, bananas, and honey in a blender or food processor until smooth.","1 cup coconut milk, 3 scoops vanilla ice cream, 2 ripe bananas, 2 teaspoons honey (Optional)",Coconut and Banana Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/230603/coconut-and-banana-smoothie/,"['coconut', 'milk', 'vanilla', 'ice', 'cream', 'banana', 'honey']",veg,"['coconut', 'milk', 'vanilla', 'ice', 'cream', 'banana', 'honey']"
128.0,,"1. Blend milk, papaya, sugar, vanilla extract, and cinnamon together in a blender until smooth; add ice and blend until slushy.","1 (12 fluid ounce) can evaporated milk, 1 cup chopped papaya, ¼ cup white sugar, or more to taste, 1 teaspoon vanilla extract, 1 pinch ground cinnamon, 1 tray ice cubes",Fruit Batido,10 mins,4.0,10 mins,https://www.allrecipes.com/recipe/238624/fruit-batido/,"['milk', 'papaya', 'sugar', 'vanilla', 'cinnamon', 'ice']",veg,"['milk', 'papaya', 'sugar', 'vanilla', 'cinnamon', 'ice']"
377.0,,"1. Blend yogurt, milk, strawberries, oats, flax, and vanilla extract in a blender until smooth, about 30 seconds.","1 (6 ounce) container low-fat strawberry yogurt, ¾ cup low-fat milk, ½ cup frozen strawberries, ¼ cup ground oats, 1 teaspoon flax seed meal, ½ teaspoon vanilla extract",Tasty Strawberry Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/237481/tasty-strawberry-smoothie/,"['strawberry', 'yogurt', 'milk', 'strawberry', 'oat', 'flax', 'vanilla']",veg,"['strawberry', 'yogurt', 'milk', 'strawberry', 'oat', 'flax', 'vanilla']"
336.0,,"1. Blend strawberries, Greek yogurt, mango, milk, and protein powder together until smooth. Add mint leaves and pulse until leaves are chopped, 4 to 5 pulses.","1 cup frozen strawberries, 1 cup plain Greek yogurt, 1 cup frozen mango chunks, ½ cup 1% milk, 1 scoop vanilla whey protein powder, 5 fresh mint leaves, or more to taste",BFF Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/237823/bff-smoothie/,"['strawberry', 'yogurt', 'mango', 'milk', 'vanilla', 'mint']",veg,"['strawberry', 'yogurt', 'mango', 'milk', 'vanilla', 'mint']"
331.0,,"1. Blend watermelon, water, strawberries, mango, sugar, and lemon juice in a blender until smooth, about 5 minutes.","8 cups cubed seeded watermelon, 2 cups water, 1 cup strawberries, 1 cup chopped mango, 1 cup white sugar, ½ cup lemon juice",Watermelon Strawberry Mango Lemonade Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/242179/watermelon-strawberry-mango-lemonade-smoothie/,"['watermelon', 'water', 'strawberry', 'mango', 'sugar', 'lemon']",veg,"['watermelon', 'water', 'strawberry', 'mango', 'sugar', 'lemon']"
166.0,,"1. Put ice in a blender; add bananas, milk, sugar, strawberries, and vanilla extract. Blend until smooth. Top with whipped topping; blend again until smooth.","2 cups ice, 3 frozen bananas, cut into small chunks, 1 cup skim milk, ¼ cup white sugar, or to taste, 6 fresh strawberries, sliced, 1 teaspoon pure vanilla extract, 2 tablespoons whipped dairy topping, or to taste",CJ's Epic Strawberry Banana Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/233979/cjs-epic-strawberry-banana-smoothie/,"['ice', 'banana', 'milk', 'sugar', 'strawberry', 'vanilla']",veg,"['ice', 'banana', 'milk', 'sugar', 'strawberry', 'vanilla']"
310.0,,"1. Juice beets and green apples, including peels, in an electric juicer. 2. Combine apple-beet juice, avocado, pineapple, banana, and ice in a high-speed blender; blend until smooth.","2 medium beets, scrubbed, 1 green apple, 1 avocado, peeled and pitted, ¾ cup fresh pineapple chunks, 1 banana, peeled, ice cubes",Sweet Beet Smoothie,15 mins,5.0,15 mins,https://www.allrecipes.com/recipe/264158/sweet-beet-smoothie/,"['beet', 'apple', 'avocado', 'pineapple', 'banana', 'ice']",veg,"['beet', 'apple', 'avocado', 'pineapple', 'banana', 'ice']"
86.0,,"1. Place the honeydew melon, ice cubes, grapes, cucumber, broccoli, and mint into a blender. Cover, and puree until smooth.","3 cups honeydew melon - peeled, seeded and cubed, 3 cups ice cubes, 1 cup green grapes, 1 cucumber, peeled and chopped, ½ cup broccoli florets, 1 sprig fresh mint",Lean Green Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/215356/lean-green-smoothie/,"['honeydew', 'ice', 'grape', 'cucumber', 'broccoli', 'mint']",veg,"['honeydew', 'ice', 'grape', 'cucumber', 'broccoli', 'mint']"
244.0,,"1. Blend spinach, strawberries, cucumber, carrots, banana, apple, water, ice cubes, and flax seed together in a blender until smooth.","2 cups fresh spinach, 2 cups frozen unsweetened strawberries, 1 cup chopped cucumber, 2 carrots, chopped, 1 banana, cut into chunks, 1 apple, chopped, ⅔ cup water, ½ cup ice cubes, or as desired, 1 tablespoon flax seed, or to taste (Optional)",Strawberry Fields Smoothie,15 mins,4.5,15 mins,https://www.allrecipes.com/recipe/238190/strawberry-fields-smoothie/,"['spinach', 'strawberry', 'cucumber', 'carrot', 'banana', 'apple', 'water', 'ice', 'flax']",veg,"['spinach', 'strawberry', 'cucumber', 'carrot', 'banana', 'apple', 'water', 'ice', 'flax']"
1234.0,,"1. Blend bananas, pineapple, orange juice, coconut milk, lime juice, turmeric, ginger, nutmeg, and ice cubes together in a blender until smooth.","2 frozen bananas, cut into small chunks, 2 cups frozen pineapple chunks, 1 cup fresh orange juice, 1 cup coconut milk, 1 lime, juiced, 2 teaspoons ground turmeric, 1 (1/2 inch) piece fresh ginger, peeled and chopped, ½ teaspoon ground nutmeg, ice cubes as desired",Citrus Healthy Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/241612/citrus-healthy-smoothie/,"['banana', 'pineapple', 'orange', 'coconut', 'milk', 'lime', 'turmeric', 'ginger', 'nutmeg', 'ice']",veg,"['banana', 'pineapple', 'orange', 'coconut', 'milk', 'lime', 'turmeric', 'ginger', 'nutmeg', 'ice']"
118.0,,"1. Blend ice cubes in a blender until crushed. Pour in water and juice; blend. 2. Add frozen raspberries, mixed berries, and blueberries; blend until smooth. Pour into chilled glasses.","16 cubes ice, ½ cup water, ½ cup mixed berry fruit juice, ½ cup frozen red raspberries, 2 ¼ cups frozen mixed berries, ¼ cup frozen blueberries",Berry Good Smoothie,5 mins,3.5,5 mins,https://www.allrecipes.com/recipe/16594/berry-good-smoothie/,"['ice', 'water', 'berry', 'raspberry', 'berry', 'blueberry']",veg,"['ice', 'water', 'berry', 'raspberry', 'berry', 'blueberry']"
225.0,,"1. Pour soy milk into a blender and add vanilla ice cream, frozen strawberries, fresh strawberries, and peach slices. Blend until smooth and pour into a large glass.","¾ cup vanilla-flavored soy milk, 1 (1/2 cup) scoop vanilla ice cream, ¼ cup frozen sliced strawberries, 4 sliced fresh strawberries, 1 small fresh peach, sliced",Strawberry Peach Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/228421/strawberry-peach-smoothie/,"['soy', 'milk', 'vanilla', 'ice', 'cream', 'strawberry', 'strawberry', 'peach']",veg,"['soy', 'milk', 'vanilla', 'ice', 'cream', 'strawberry', 'strawberry', 'peach']"
222.0,,"1. Combine strawberries, banana, almond milk, ice, cilantro, lime juice, and stevia powder in a blender. Process until smooth, adding more almond milk or water for a smoother consistency.","1 cup frozen strawberries, slightly thawed and chopped, 1 frozen banana, chopped, ½ cup unsweetened almond milk, ½ cup ice, ¼ cup chopped cilantro, leaves and stems, lightly packed, 1 tablespoon lime juice, ½ teaspoon stevia powder (Optional)",Strawberry-Lime-Cilantro Smoothie,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/275521/strawberry-lime-cilantro-smoothie/,"['strawberry', 'banana', 'almond', 'milk', 'ice', 'cilantro', 'lime']",veg,"['strawberry', 'banana', 'almond', 'milk', 'ice', 'cilantro', 'lime']"
137.0,,"1. In a blender, combine blueberries, apples, raspberries, grapes, sugar and ice. Blend until smooth. Pour into glasses and serve.","1 cup blueberries, 2 apples - peeled, cored and chopped, 1 ½ cups raspberries, ¾ cup seedless grapes, 3 tablespoons white sugar, 1 tray ice cubes",Fruit Smoothie II,5 mins,4.0,5 mins,https://www.allrecipes.com/recipe/32488/fruit-smoothie-ii/,"['blueberry', 'apple', 'raspberry', 'grape', 'sugar', 'ice']",veg,"['blueberry', 'apple', 'raspberry', 'grape', 'sugar', 'ice']"
195.0,,"1. Place the yogurt, milk, mangoes, white sugar, and cardamom into the jar of a blender and blend until smooth, about 2 minutes. Chill in the refrigerator for 1 hour or until cold, and serve sprinkled with a little ground cardamom.","2 cups plain whole milk yogurt, 1 cup milk, 3 mangoes - peeled, seeded, and chopped, 4 teaspoons white sugar, or to taste, ⅛ teaspoon ground cardamom",Easy Mango Lassi,10 mins,4.5,1 hr 10 mins,https://www.allrecipes.com/recipe/202402/easy-mango-lassi/,"['milk', 'yogurt', 'milk', 'mango', 'sugar', 'cardamom']",veg,"['milk', 'yogurt', 'milk', 'mango', 'sugar', 'cardamom']"
,,1. Puree all ingredients in a blender until smooth.,"1 ½ cups Almond Breeze Chocolate almondmilk, 3 tablespoons toasted slivered or sliced almonds, 2 large very ripe bananas, 1 teaspoon ground flax seeds (Optional)",Chocolate Almond Banana Smoothie,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/264727/chocolate-almond-banana-smoothie/,"['almond', 'chocolate', 'almond', 'banana', 'flax']",veg,"['almond', 'chocolate', 'almond', 'banana', 'flax']"
102.0,,"1. Combine milk, water, frozen watermelon, raspberries, yogurt, and lime juice in a blender in that order; blend until smooth. If your blender is struggling to blend the frozen fruit, add a bit more water, pulse a few times, and blend until you reach the consistency you like. 2. Pour into 4 glasses and garnish with mint sprigs and watermelon wedges. Serve immediately.","1 ¾ cups skim milk, ½ cup water, 3 cups frozen 1/2-inch seedless watermelon cubes, ½ cup fresh raspberries, ½ cup low-fat Greek-style yogurt (such as Fage®), 1 teaspoon freshly squeezed lime juice, 4 sprigs fresh mint, 4 small slices (0.5 oz) watermelon",Watermelon-Raspberry Smoothie,10 mins,,10 mins,https://www.allrecipes.com/recipe/280688/watermelon-raspberry-smoothie/,"['milk', 'water', 'watermelon', 'raspberry', 'yogurt', 'lime', 'mint', 'watermelon']",veg,"['milk', 'water', 'watermelon', 'raspberry', 'yogurt', 'lime', 'mint', 'watermelon']"
599.0,,"1. Combine pineapple, yogurt, and coconut milk in an electric blender and blend until smooth.","1 cup frozen pineapple chunks, 1 cup vanilla low-fat yogurt, 1 cup vanilla coconut milk",Frozen Pineapple Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/286158/frozen-pineapple-smoothie/,"['pineapple', 'vanilla', 'yogurt', 'vanilla', 'coconut', 'milk']",veg,"['pineapple', 'vanilla', 'yogurt', 'vanilla', 'coconut', 'milk']"
260.0,,"1. Combine bananas, almond milk, blueberries, and strawberries in a blender and puree until smooth, adding oats just before you have almost reached your desired texture. Blend until oats are mixed in.","2 medium bananas, sliced, 2 cups unsweetened almond milk, 2 cups fresh blueberries, 1 ½ cups frozen strawberries, 1 ½ cups oatmeal",Fruity Non-Dairy Oatmeal Smoothie,5 mins,4.0,5 mins,https://www.allrecipes.com/recipe/285258/fruity-non-dairy-oatmeal-smoothie/,"['banana', 'almond', 'milk', 'blueberry', 'strawberry']",veg,"['banana', 'almond', 'milk', 'blueberry', 'strawberry']"
641.0,,1. Combine all ingredients into a blender. 2. Blend until smooth. Enjoy!,"1 cup So Delicious® Dairy Free Unsweetened Coconutmilk Beverage, 2 bananas, peeled and frozen, 1 ½ cups frozen strawberries, 1 packet vanilla protein powder (such as Vega One French Vanilla), 1 cup chopped kale or spinach (Optional)",Breakfast Power Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/240817/breakfast-power-smoothie/,"['coconutmilk', 'banana', 'strawberry', 'vanilla', 'kale', 'spinach']",veg,"['coconutmilk', 'banana', 'strawberry', 'vanilla', 'kale', 'spinach']"
383.0,,"1. Place the mango, cottage cheese, ice cubes, orange juice, water, banana, honey, flax oil and vanilla in a blender. Blend for 2 minutes or until very smooth; serve immediately.","1 ½ cups frozen mango chunks, 1 cup Nordica 1% Cottage Cheese, 1 cup ice cubes, ½ cup orange juice, ½ cup cold water, 1 small banana, cut into chunks, 2 tablespoons honey, 1 tablespoon flax oil, 1 teaspoon vanilla extract",Mega Mango Smoothie,4 mins,4.5,4 mins,https://www.allrecipes.com/recipe/241589/mega-mango-smoothie/,"['mango', 'cheese', 'ice', 'orange', 'water', 'banana', 'honey', 'flax', 'oil', 'vanilla']",veg,"['mango', 'cheese', 'ice', 'orange', 'water', 'banana', 'honey', 'flax', 'oil', 'vanilla']"
268.0,,"1. Combine pineapple, sparkling water, vanilla protein powder, and coconut extract in a blender; blend until smooth.","1 cup frozen pineapple chunks, 1 cup pineapple-coconut sparkling water, 1 scoop vanilla protein powder, 1 teaspoon coconut extract",Virgin Pina Colada Protein Smoothie,5 mins,,5 mins,https://www.allrecipes.com/recipe/279176/virgin-pina-colada-protein-smoothie/,"['pineapple', 'water', 'vanilla', 'coconut']",veg,"['pineapple', 'water', 'vanilla', 'coconut']"
273.0,,"1. Place chocolate drink mix, soy milk, ice, peanut butter syrup, and peanut butter powder in a blender cup and blend until smooth.","1 packet CARNATION BREAKFAST ESSENTIALS® Rich Milk Chocolate Powdered Drink Mix, ¾ cup soy milk, ¾ cup ice, 2 tablespoons sugar-free peanut butter syrup, 2 tablespoons peanut butter powder",Carnation Breakfast Peanut Butter Cup Smoothie,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/267371/carnation-breakfast-peanut-butter-cup-smoothie/,"['milk', 'chocolate', 'soy', 'milk', 'ice', 'peanut', 'butter', 'syrup', 'peanut', 'butter']",veg,"['milk', 'chocolate', 'soy', 'milk', 'ice', 'peanut', 'butter', 'syrup', 'peanut', 'butter']"
223.0,,"1. Place the milk, yogurt, banana, instant oatmeal, sweetener, and ice cubes into a blender. Cover, and puree until smooth. Pour into glasses to serve.","1 ¼ cups milk, ¼ cup vanilla yogurt, 1 banana, broken into chunks, 1 packet peaches and cream flavor instant oatmeal, 2 packets granular no-calorie sucralose sweetener (such as Splenda®) (Optional), 5 ice cubes",Peaches 'N Cream Banana Breakfast Smoothie,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/157424/peaches-n-cream-banana-breakfast-smoothie/,"['milk', 'vanilla', 'yogurt', 'banana', 'peach', 'cream', 'ice']",veg,"['milk', 'vanilla', 'yogurt', 'banana', 'peach', 'cream', 'ice']"
199.0,,"1. Add spinach leaves to a blender and finely chop. Add berry juice, blueberries, sour cream, sugar, blackberries, and ice cubes. Blend until smooth. Serve immediately or refrigerate for later.","1 cup baby spinach leaves, 1 cup acai juice, ½ cup blueberries, 2 tablespoons light sour cream, 2 tablespoons white sugar, or more to taste, 2 tablespoons blackberries, 8 ice cubes",Spinach-Berry Smoothie,5 mins,,5 mins,https://www.allrecipes.com/recipe/272828/spinach-berry-smoothie/,"['spinach', 'blueberry', 'cream', 'sugar', 'blackberry', 'ice']",veg,"['spinach', 'blueberry', 'cream', 'sugar', 'blackberry', 'ice']"
317.0,,"1. Blend 1/2 banana, peaches, applesauce, water, and coconut oil together in a blender until smooth; pour into a serving bowl. 2. Slice remaining half banana and arrange on top of smoothie. Add shredded coconut, almonds, and raisins.","1 banana, divided, ½ cup frozen peach slices, 2 tablespoons unsweetened applesauce, 2 tablespoons water, 2 teaspoons coconut oil, 1 tablespoon shredded unsweetened coconut, 1 tablespoon sliced almonds, 1 tablespoon raisins",Banana Coconut Smoothie Bowl,15 mins,4.0,15 mins,https://www.allrecipes.com/recipe/245198/banana-coconut-smoothie-bowl/,"['banana', 'peach', 'water', 'coconut', 'oil', 'coconut', 'almond', 'raisin']",veg,"['banana', 'peach', 'water', 'coconut', 'oil', 'coconut', 'almond', 'raisin']"
381.0,,"1. Combine yogurt, mango chunks, mango juice, honey, vanilla extract, ground cardamom, ground cinnamon, and ground ginger in a blender; process until liquefied.","1 cup nonfat plain yogurt, 1 cup frozen mango chunks, ¼ cup mango juice, 2 tablespoons honey, ½ teaspoon vanilla extract, ¼ teaspoon ground cardamom, ⅛ teaspoon ground cinnamon, ⅛ teaspoon ground ginger",Spiced Mango Lassi,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/259091/spiced-mango-lassi/,"['yogurt', 'mango', 'mango', 'honey', 'vanilla', 'cardamom', 'cinnamon', 'ginger']",veg,"['yogurt', 'mango', 'mango', 'honey', 'vanilla', 'cardamom', 'cinnamon', 'ginger']"
186.0,,"1. Blend soy milk, yogurt, green tea powder, and ice in a blender on high until ice is entirely crushed, about 1 minute.","1 cup low-fat soy milk, ½ cup low-fat vanilla Greek-style yogurt, ¾ teaspoon green tea powder (matcha), 3 cubes ice, or as needed",Matcha Madness,5 mins,3.5,5 mins,https://www.allrecipes.com/recipe/222917/matcha-madness/,"['soy', 'milk', 'vanilla', 'yogurt', 'tea', 'ice']",veg,"['soy', 'milk', 'vanilla', 'yogurt', 'tea', 'ice']"
228.0,,"1. Blend the mango, brown sugar, chopped mint, star anise, cardamom, lime juice, and yogurt in a blender on high speed until smooth. Pour into glasses and garnish with fresh mint sprigs to serve.","1 large mango - peeled, seeded, and diced, 3 tablespoons brown sugar, 2 tablespoons chopped fresh mint, 1 teaspoon freshly ground star anise, 1 teaspoon freshly ground cardamom, 1 tablespoon lime juice, 2 cups plain yogurt, 3 sprigs fresh mint for garnish",Mango-Mint Lassi with Indian Sweet Spices,15 mins,4.5,15 mins,https://www.allrecipes.com/recipe/183664/mango-mint-lassi-with-indian-sweet-spices/,"['mango', 'sugar', 'mint', 'anise', 'cardamom', 'lime', 'yogurt', 'mint']",veg,"['mango', 'sugar', 'mint', 'anise', 'cardamom', 'lime', 'yogurt', 'mint']"
461.0,,"1. In a blender, combine orange juice concentrate, milk, sugar, vanilla and ice cubes. Blend until smooth. Pour into glasses and serve.","1 (6 ounce) can frozen orange juice concentrate, 1 ½ cups milk, ½ cup sugar, 1 teaspoon vanilla extract, 10 cubes ice",Orange Slush,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/32351/orange-slush/,"['orange', 'milk', 'sugar', 'vanilla', 'ice']",veg,"['orange', 'milk', 'sugar', 'vanilla', 'ice']"
143.0,,1. Combine all ingredients in a blender and process until smooth.,"1 cup Silk® Vanilla Coconutmilk, ¼ cup freshly squeezed orange juice, 1 cup fresh or frozen pitted sweet cherries, 1 tablespoon honey or agave, 1 cup ice",Very Cherry Smoothie,,4.5,,https://www.allrecipes.com/recipe/237587/very-cherry-smoothie/,"['vanilla', 'coconutmilk', 'orange', 'cherry', 'honey', 'ice']",veg,"['vanilla', 'coconutmilk', 'orange', 'cherry', 'honey', 'ice']"
70.0,,"1. Combine mango chunks, lemon, spinach, zucchini, water, ice cubes, and coconut oil in a high-speed blender; blend until smooth.","1 cup frozen mango chunks, ½ lemon, peeled, 1 cup fresh spinach, ¼ unpeeled zucchini, chopped, ¾ cup water, 4 ice cubes, or more to taste, 1 tablespoon coconut oil, melted",Lemon Coconut Cleanser,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/254830/lemon-coconut-cleanser/,"['mango', 'lemon', 'spinach', 'zucchini', 'water', 'ice', 'coconut', 'oil']",veg,"['mango', 'lemon', 'spinach', 'zucchini', 'water', 'ice', 'coconut', 'oil']"
61.0,,"1. Place the mango and papaya into a blender. Cover, and puree until smooth; add the orange juice, lime juice, sugar, orange zest, and water. Blend well. Serve over crushed ice.","1 cup sliced mango, 1 cup diced, peeled papaya, 1 cup orange juice, ¼ cup lime juice, ¼ cup white sugar, or to taste, 1 teaspoon grated orange zest, 4 cups water",Pawpaw (Papaya) And Mango Punch,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/173746/pawpaw-papaya-and-mango-punch/,"['mango', 'papaya', 'orange', 'lime', 'sugar', 'orange', 'water']",veg,"['mango', 'papaya', 'orange', 'lime', 'sugar', 'orange', 'water']"
468.0,,"1. Place banana, banana extract, milk, yogurt, and sugar into a blender. Blend until smooth and serve.","1 banana, broken into chunks, 1 teaspoon banana extract, ¾ cup milk, 1 (8 ounce) container strawberry yogurt, 2 teaspoons white sugar",Banana Banana Strawberry Smoothie,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/139626/banana-banana-strawberry-smoothie/,"['banana', 'banana', 'milk', 'strawberry', 'yogurt', 'sugar']",veg,"['banana', 'banana', 'milk', 'strawberry', 'yogurt', 'sugar']"
268.0,,"1. Blend mango, bananas, coconut milk, water, ice, sugar, coconut extract, and lime zest in a blender until smooth.","1 mango - peeled, seeded, and chopped, 1 ½ frozen bananas, sliced, ½ cup coconut milk, ½ cup cold water, 4 cubes ice, or as needed, 1 tablespoon white sugar, 1 teaspoon coconut extract, ½ teaspoon lime zest",Coconut Banango Smoothie,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/233345/coconut-banango-smoothie/,"['mango', 'banana', 'coconut', 'milk', 'water', 'ice', 'sugar', 'coconut', 'lime']",veg,"['mango', 'banana', 'coconut', 'milk', 'water', 'ice', 'sugar', 'coconut', 'lime']"
138.0,,"1. Blend pineapple juice, yogurt, strawberries, and banana together in a blender until smooth.","½ cup pineapple juice, ½ cup plain low-fat yogurt, ½ cup halved strawberries, 1 banana (Optional)",Creamy Strawberry-Pineapple Smoothie,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/233045/creamy-strawberry-pineapple-smoothie/,"['pineapple', 'yogurt', 'strawberry', 'banana']",veg,"['pineapple', 'yogurt', 'strawberry', 'banana']"
156.0,,"1. Combine almond milk, avocado, and honey in a blender; blend until smooth.","12 fluid ounces unsweetened almond milk, 1 avocado, peeled and pitted, 1 tablespoon honey",Avocado Smoothie,5 mins,4.0,5 mins,https://www.allrecipes.com/recipe/256034/avocado-smoothie/,"['almond', 'milk', 'avocado', 'honey']",veg,"['almond', 'milk', 'avocado', 'honey']"
404.0,5 mins,"1. Break open the sapote and pull out the pulp. Discard seeds and skin. 2. Combine sapote, ice, and almond milk in a blender; blend until smooth.","1 black sapote, ice, 1 cup chocolate-flavored almond milk",Chocolate Sapote Smoothie,5 mins,5.0,10 mins,https://www.allrecipes.com/recipe/273802/chocolate-sapote-smoothie/,"['ice', 'almond', 'milk']",veg,"['ice', 'almond', 'milk']"
282.0,,"1. Combine soy milk, spinach, protein powder, mint leaves, almonds, and ice in a blender cup; blend until smooth.","½ cup soy milk, ½ cup fresh spinach, 1 scoop vanilla protein powder, ⅛ cup fresh mint leaves, 1 tablespoon almonds, 5 cubes ice, or more to taste",Green Protein Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/279170/green-protein-smoothie/,"['soy', 'milk', 'spinach', 'vanilla', 'mint', 'almond', 'ice']",veg,"['soy', 'milk', 'spinach', 'vanilla', 'mint', 'almond', 'ice']"
326.0,,"1. Combine pineapple, yogurt, soy milk, cream of coconut, and ice in a blender. Blend on high for about 2 minutes. Pour mixture into a cup.","1 cup sliced fresh pineapple, 6 tablespoons vanilla soy yogurt (Optional), ¼ cup vanilla soy milk, 3 tablespoons cream of coconut, 3 cubes ice",Non-Alcoholic Vegan Pina Colada,5 mins,,5 mins,https://www.allrecipes.com/recipe/265310/non-alcoholic-vegan-pina-colada/,"['pineapple', 'vanilla', 'soy', 'yogurt', 'vanilla', 'soy', 'milk', 'cream', 'coconut', 'ice']",veg,"['pineapple', 'vanilla', 'soy', 'yogurt', 'vanilla', 'soy', 'milk', 'cream', 'coconut', 'ice']"
330.0,,"1. Blend the basil, mango, strawberries, and water in a blender. Add sugar and ice cubes; blend again until smooth.","4 leaves basil, 1 cup frozen mango pieces, 5 hulled strawberries, 1 cup water, ¼ cup white sugar, or to taste, 3 cubes ice",Basil Strawberry Mango Smoothie,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/218556/basil-strawberry-mango-smoothie/,"['basil', 'mango', 'strawberry', 'water', 'sugar', 'ice']",veg,"['basil', 'mango', 'strawberry', 'water', 'sugar', 'ice']"
213.0,,"1. Blend ice in a blender until crumbly; add yogurt, milk, blueberries, and cinnamon. Blend until smooth. Taste smoothie and add desired amount of sugar; blend.","¼ cup ice cubes, or as desired, 1 cup low-fat vanilla yogurt, 1 cup low-fat milk, ½ cup frozen blueberries, or to taste, 1 teaspoon ground cinnamon, 1 tablespoon white sugar, or to taste",Blueberry and Spice Smoothie,5 mins,4.0,5 mins,https://www.allrecipes.com/recipe/244942/blueberry-and-spice-smoothie/,"['ice', 'vanilla', 'yogurt', 'milk', 'blueberry', 'cinnamon', 'sugar']",veg,"['ice', 'vanilla', 'yogurt', 'milk', 'blueberry', 'cinnamon', 'sugar']"
207.0,,"1. In a blender, combine mango, kale, almond milk, orange juice, stevia, and chia seeds. Blend until smooth.","1 ½ cups frozen mango cubes, 1 cup baby kale, 1 cup unsweetened almond milk, ½ cup orange juice, 2 (1 gram) packets Stevia In The Raw®, 1 tablespoon chia seeds",Superfood Stevia Smoothie,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/256460/superfood-stevia-smoothie/,"['mango', 'kale', 'almond', 'milk', 'orange', 'chia']",veg,"['mango', 'kale', 'almond', 'milk', 'orange', 'chia']"
